4346,3.28,35.2,35.3,28.8,2.7,29,48.3,40655800,904,165300
2207,3.76,29.5,30.7,33.7,4.4,39,43.9,78782400,940,156800
2581,3.25,40.3,22.6,20.3,4.4,23.6,52.6,68473700,925,195700
2443,3.13,44.6,7.7,35.4,19.2,15,49.1,22592400,893,194700
2534,2.71,27.2,30.2,14.9,5.4,39.5,51.8,87599700,951,235000
1652,3.26,33.4,24.3,62.6,0,26.5,43.2,19735100,919,134400
1864,3.45,27.4,24.7,55.7,0,46.8,42.2,50097500,865,140000
2306,3.69,12.3,32.7,29.7,0.6,43.8,35.4,58080600,992,177900
6565,1.43,37.4,0,15.8,34.2,10.1,74.5,94576500,812,438400
6741,2.05,37.8,5.2,4.3,67,4.1,78.7,109719600,1462,593300
5513,1.69,42.5,0,29.2,67.2,6,89.7,157820900,1762,361800
5638,2.12,34.2,21.6,15.7,39.9,21.7,78.4,69058900,1332,325300
3962,2.12,40.7,0,6.3,49.4,35.5,64.8,50886900,875,278700
4135,2.37,26,13.9,31.5,12.1,23.1,53.5,32484800,930,293400
3393,1.97,39.3,0,14.3,65.7,17.2,60.6,25853500,959,276200
4500,3.11,22.3,9.7,33.8,30.6,29.7,57.8,39371100,921,269400
4329,2.5,17.9,16.5,3.5,41.5,21.9,70.5,106343600,1124,274500
8289,2.49,32,9.8,6.4,61.5,17.3,70.4,76496600,1347,548100
6292,2.49,22.1,22.1,25.1,34.9,21,69.5,78470400,1727,416900
6856,2.19,36.6,23.5,10.5,35.5,15.7,77.6,304617600,1586,464500
6221,2.14,25.1,0,0,38.7,13.2,88.5,160967600,1432,474300
5000,2.11,29.2,5.6,18.2,30.8,15.6,80.9,150181300,1339,340700
5738,2.03,23.7,15.1,18.5,38.5,18.8,65.9,150821700,935,454900
6181,2.04,34.1,0,13.9,37.8,8.4,85.4,196966600,1383,444900
6443,2.35,34.4,9,8.4,64,13.8,79,200625000,1312,457800
5948,1.83,30.2,4,18.6,26.1,6,82.3,142258200,1235,447600
6958,2.12,38.7,15,19,30.8,7.8,73.9,107007200,1129,452400
5457,2.55,29.5,3.8,29.7,29.3,13.7,70.5,101095600,1024,332700
4269,2.41,26.2,11.5,18.1,20.4,19.8,63.7,152442300,966,329000
6250,2.11,50.7,15.4,38.5,27.4,12.7,63.7,51205900,1101,398000
6034,1.98,31.7,9.5,0,78.4,18.4,77.5,71824200,1103,395000
6364,2.34,49.8,19.8,30,8.6,16.9,79.7,86938200,1154,394900
5518,3,40.3,14.4,33.3,23.7,14.6,70.9,87788800,1080,368300
6719,2.71,33.1,18.3,5.9,47.5,13.6,87.8,105862600,1280,447700
6295,2.03,41.2,20.1,42.3,24.2,12.5,75.1,106157500,1304,370000
4438,2.11,30.8,13.1,19.1,25.8,12.7,72,119273300,1158,334200
4862,1.87,32.3,2.8,14.2,61.6,13.3,81,192184000,1532,363800
2583,3.79,25.8,24.9,37,2.7,28.7,50.8,35891300,1005,166100
2827,2.68,31,28.3,27.1,1.4,36.4,54.3,68134800,915,178000
